,SentimentText
9654,&quot;Jumping to conclusions made me fall away from you. I'm so glad that the truth has brought back together me and you.&quot; 
9655,&quot;Juno&quot;-Session cancelled  But hot dogs and coffee help getting over it ;)
9656,&quot;Just a city boy. Born and raised in south Detroit.&quot; YE-AH WINGS! Game 1 = success 
9657,&quot;just another girl alone at the bar&quot; ;) -  oh how i love 30H!3 
9658,&quot;Just got called gay on live.  &quot; #xboxtweet
9659,"&quot;just like the white winged dove, sings a song, sounds like she's singing. ooh, baby, ooh, said ooh.&quot; "
9660,&quot;Kill Bill and Kung Fu star David Carradine has been found dead in a Bangkok hotel room on Thursday.&quot;. Damn! 
9661,"&quot;knowing you are miles away, from the place where you need to be. &amp; that's right here with me.&quot; @jonasbrothers "
9662,&quot;Koogle&quot;... They should have called Joogle 
9663,&quot;Lameover&quot; - That's genius 
9664,"&quot;Laney, we need to talk.&quot;. no the worst words. "
9665,&quot;Laney... someone's gonna leak a sex tape of me.&quot; damnn i thought laney was his first 
9666,&quot;Lars and the Real Girl&quot; is such a sad and lonely movie.  I'm so flipping Emo tonight.
9667,&quot;Las Vegas to Vancouver departed 02 May/06:14pm&quot; Not much longer nowww. 
9668,"&quot;late night with jimmy fallon&quot; sucks - BIGTIME! oh, the dissappointment "
9669,"&quot;lay it down free, lay it down easy, but lay it on me...&quot; -by spiritualized... final song on PRISON BREAK's series finale... "
9670,&quot;Leave Her to Heaven&quot; and &quot;My Man Godfrey&quot; - two very different takes on whirlwind marriages 
9671,&quot;Let the right one in&quot;!!! Cant wait to watch it 2day!!! Missing that special someone though 
9672,&quot;let's go watch spanish soaps!&quot; bahaha 
9673,"&quot;lets twitter till our hands turn to gravy&quot; sure, poof, okay. "
9674,&quot;Life is not what you wanna be&quot; So bad 
9675,&quot;life or something like that&quot; Angelina Jolie i do not like you with blond hair ! lol this movie is pretty good 
9676,"&quot;LINES, VINES AND TRYING TIMES&quot;  Tomorrow!!*  "
9677,"&quot;Living life, life in the fast line. Not that bad. No one can complain. Who's to say, that we won't keep it real?&quot; -LVATT "
9678,"&quot;LMFAO!!! looooooossseeerr. while ur busy trying to bring charice down, charice is busy living it up. how pathetic are u. LOL&quot; BOO YOU. "
9679,&quot;locked up abroad&quot; makes bein half brown good risk mgmt when travelin 3rd world. i blend. i feel sorry for my hostage magnet white pepo 
9680,&quot;long live the King who died at the hands of his enemies that they might know what love looks like.&quot; 
9681,"&quot;Look at them, look at how they lookin at me, eyes all stickin' like honey on bees, look at how they lookin at me!&quot; "
9682,&quot;Look's like someone has a case of the Monday's&quot; Work @ 2:15...I hope they don't extend me till 9:30 tonight 
9683,&quot;Lord have your way in me&quot; 
9684,&quot;LOSER&quot; is fastly becoming 1 of thee biggest songs on the net! Lets PRAY GEFFEN gives Tommy Lee @DJYODA2n9ne a VIDEO BUDGET 
9685,&quot;Louky's watching over you.&quot; - My mom.  &quot;Thank you mommy.&quot; - Me  Talking about my doggie who died in December   I miss him.
9686,"&quot;Each day of our lives we make deposits in the memory banks of our children&quot; Today, we should remember that! Lets make this day count! "
9687,&quot;eat brick kid&quot; lol. watching Home Alone 2: Lost in New York. but it's almost over 
9688,&quot;Empire State&quot; from Dutch Boy is the color I was looking for my upstairs bed-bath 
9689,&quot;Envision&quot; remix played by Tiesto 
9690,&quot;Evaporate Tall Person!&quot; -Sharpay Evans 
9691,&quot;even backwards barbies get their feelings hurt.&quot; 
9692,"&quot;every night has a playlist&quot; this was a great evening: friends, movie, dinner food, and Blink 182 all the way home. thanx guys! "
9693,"&quot;Everybody knows, situations change, people drift away, but I'll promise, I'll always stay the same, and I'll remember you.&quot; - Meena "
9694,&quot;Everybody make mistakes.&quot; I'm gonna go get some sleep because I have an other show tomorrow night and I want it to be peeeeerfect! 
9695,"&quot;everybody's got somebody to lean on, put your body....taking my place in this long line  vi @verawooten+ @pat... â« http://blip.fm/~7dydh"
9696,&quot;Everythings Magic!&quot; 
9697,"&quot;Exams, sounds like a new way to torture my child&quot; said the evil antagonist. &quot;You've got that right.&quot; says the young foolish protagonist "
9698,"&quot;Expand to 64 bits, compatible with IPv4 (0.0.0.0.A.B.C.D), call it IPv5 and to hell with the whole IPv6 business&quot;: http://bit.ly/3aRjP  "
9699,"&quot;Experience is what you get when you didn't get what you wanted!&quot; R. Paush  Starting today, I'm going for what I want - with GUSTO! "
9700,"&quot;Extension of the accident is randomicly between some intervals&quot; I love checking people's papers, it brings up my self-esteem "
9701,"&quot;f u just giv me a chanc.1 lst chanc, il prove na ur very special 2me n that i lov u more dan anythin els in ds world&quot; "
9702,"&quot;Fate fell short this time, your smile fades in the summer. place your hand in mine, i'll leave when i wanna.&quot; "
9703,&quot;Fearless is not the absence of fear. It's not being completely unafraid.&quot; -Taylor Swift. I love this girl 
9704,&quot;Finally&quot; is playing at buddy's 
9705,&quot;Find a man who is stronge enough to catch you.&quot; -sex in the city 
9706,"&quot;First we was chillin, now catchin feelins.&quot; "
9707,"&quot;Five am in the morning&quot;, Jeremy? lol.  The highlight is him yelling some sense into these guys"
9708,&quot;Fly With Me&quot; â¥ linda d+ 
9709,&quot;Fly With Me&quot;- Jonas Brothers&lt;33 such and amazing song and video! 
9710,&quot;Fly With Me&quot; makes me wish i were going to one of their shows 
9711,"&quot;Ford's Approach to Social Media&quot; on Fox Business http://bit.ly/LpRvx Dating back to Feb. 2009, but still useful "
9712,&quot;forget me and pretend all of our time spent meant nothing&quot; i miss you  idk what i'd do without my babies &lt;3
9713,"&quot;Found my iPhone&quot; works well, but it's not smart enough to say which pocket it is in "
9714,&quot;friends calls me at nine o-clock says get the car it's time to rock.&quot; don't charge for the crime - @jonasbrothers AHH! LOVIN' IT! 
9715,&quot;Frog and I are coming into the city. Stay put Angie  confirm receipt&quot; (@thekidrobb) CONFIRM RECEIPT
9716,#Follow Friday @montill @djaaries @karimaDaCrop @fwmj @jackinslee @Prico90 @chuico @juiCyDiNERO @Niah716 @missfree @ShomariW @TTBL .SMILE 
9717,#Follow Friday Follow @HarajukuBeauty ......FOLLOW RIGHT NOW!!!!!!! 
9718,#Follow Friday People!! @lauragitt and @spurofmoment 
9719,#follow friday...  follow @benjamin_cook  cos he's funny.  
9720,#follow me... 
9721,#followfriday   @janpaul @sonicjivemike @chrisblake @swa_captain @yeahdef @mydentonmusic @fr3dly @todoindallas @screweduptexan
9722,"#followfriday - ?? ? ? ????????? ????, ??? ? ?????!  - @olga_bosak @simplyme777 @romangold @sudilkovsky @kashasaltsova @DeadlyFate"
9723,#followfriday -- @beatlestweets because i love 'em 
9724,#FollowFriday  @iamwun @ViriamKaur @kh7spiritual @Lemuran @MikaelaAngel @littlehanuman @kwaahu8005 @jellsworth @IntegralHack
9725,#followfriday  @toocanx @discuit @soapmedia @fantomsurfer @kerboo @bfg9000 - all great people or things 
9726,#followfriday  @versetheartist  &lt;---- anutha creative artist from that WESSSSTSIIIIIIDE! 
9727,#followfriday  a @chemox porke no dejo de reir cuando twittea algo 
9728,#followfriday  a good mix of people to follow  @DaveMyers @suziperry @JasonBradbury @Rockers_Delight @LFCTV @f1_lou McLaren_Fan @5LiveF1
9729,"#FollowFriday - FOLLOW: @leif_n, @theyinspire, @abduzeedo, @flipbooks, @the_gman, @smashingmag, @MrTweet - A FEW of my FAV TWEEPS! "
9730,#followfriday - for Humorous - @Cynnergies  @weirdralph. Thanks for sharing laughs! 
9731,#followfriday - go follow @jstudios. You might just get to be her 200th follower 
9732,"#followfriday - I'm a little late, but here's a special shoutout for @SomersetMarcy - my missus! "
9733,"#followfriday - my daily tweeps  @jmbuckingham, @Shrewd_Boy, @thefrontloader, @digipug"
9734,#FollowFriday -- send us @ reply if you want us to follow you. 
9735,#followfriday - some tweeps who've chatted this week:  @somersetmarcy @Annhesketh @Markwoolie @paulpuddifoot @_Flik_ @twitseeker 
9736,"#followfriday ! @rjgeyer, @slimburkett, @mckayzoo, @hermalina, @heathergerlaugh because they make me happy when skys are grey. "
9737,#FollowFriday #NEPA @STM63 @Xris_ @mscholl21 @UNOlker @shelitwits @elidavis  @michellep @alohahula @TheCatcherOnRye 
9738,#FollowFriday -------&gt; @catwmn13 @justpets @puptrainingbook @PetAgree   XOXO for animals 
9739,"#followfriday : @Banksyart2, @LeilaPan, @10and5, @Audrey2_Mag, @david_whitney  "
9740,#followfriday @_supernatural_ @moonlight2530 @SuperWiki @scottfowles @SPNobsessed31 @SupportSPN @siri_he @muzik_man @creepypuppet   
9741,#followfriday @1sweetwhirl an #awesome mom and a great friend  (via @ruhanirabin) &lt;&lt;-much love 4 u sweetheart! *hugs* xo
9742,#FollowFriday @abduzeedo @fabianome @paulogabriel @GisMullr @Paul0v2 - All the cool people from #abduzeedo 
9743,#followfriday @aceweekly @pkoduri @KimmyVille @robmorris2 all are really smart and have good things to say 
9744,#followfriday @addersop - for the discussional merits of English vs Spanish football and team tribalism 
9745,"#FollowFriday @Ariesbaby82 is a woman whose warmth, joy, wit, sass, intelligence, &amp; humour are pervasive in her Tweets. You'll LOVE her! "
9746,#followfriday @betahaus @HUBberlin 
9747,"&quot;from my lungs to yours, from your mouth to mine.&quot; Sometimes I wish I can write beautiful lyrics like he does  goodnight."
9748,"&quot;funny the way it is if u think about it someone's broken heart has become ur favorite song&quot; perfect for @ddlovato, an amazing artist "
9749,"&quot;Gene Hunt is a guilty pleasure&quot;  - Send me down for 12 consecutive life sentences, then. "
9750,"&quot;Generation Kill&quot; is AWESOME!!! And our swedish pride Skarsgï¿½rd as sgt Iceman is, not only hot, but SOOOO good!! "
9751,&quot;Get away from Staten Island. The guys are awful looking. I don't want you to have a baby with a guido beard.&quot; Hahahahaha 
9752,"&quot;GET ME A MAP OF LOUISIANA!&quot; man, i so wanted to nap for an hour or two before hanging out with Doug "
9753,&quot;GFB&quot; lmfao! ahaha i wonder if anyone on ma twitter knos wat that stands for!?!! lol 
9754,&quot;Gia&quot;  is on tv... AWESOME NIGHT! 
9755,&quot;give lindsay a hug for me and thank her for the music on my ipod.tell her i love her and ill see her when she gets back!&quot; -- i miss her 
9756,"&quot;give me a reason to smile, because i think i forgot how&quot; - meiko. "
9757,&quot;Give the guy a gun and he's Superman. Give him two and he's God&quot; Gotta love vintage Woo 
9758,&quot;glow. melt &amp; flow. eviscerate your fragile frame &amp; spill it out on ragged floor. a thousand different versions of yourself.&quot; come cuddle 
9759,&quot;Go confidently in the direction of your dreams. Live the life you have imagined.&quot; Henry David Thoreau [...  ...I hope so...]
9760,&quot;go over and get with him&quot; hahahah miss it 
9761,"&quot;God gave you a gift of 86,400 seconds today.Have you used one to say 'thank you?'&quot; -William Ward &lt;--I want to remember that. "
9762,"&quot;God is great, beer is good, and people are crazy&quot; "
9763,"&quot;God is great, Beer is good, and people are crazy&quot;...only in a country music song "
9764,&quot;going&quot; to lunch but nowhere to go 
9765,&quot;Good Girls Go Bad&quot; - Cobra Starship (feat. Leighton Meester): my new favorite song 
9766,&quot;Good Morning&quot; by @johnlegend should be everyone's standard wake up ringtone. I always wake up w a smile on my face 
9767,"&quot;Goodmorning Darling&quot; awh I'm happy momm'ys home  LAST MONDAY AT CCS!! and 4 more days of school! Yes, I love life. &lt;3"
9768,&quot;Grandpas&quot; funeral is on Friday not Thursday SAD 
9769,&quot;Gregory Emmett Paloian has been known to eat paper in public.&quot; - http://bit.ly/OxlR9  - HA HA  Hilarious !!
9770,"&quot;Guys I'm so drunk. LEMME TWEET ABOUT THIS!&quot; is that what runs through peoples minds? lol, wow. GOODNIGHT! &lt;3 good, clean fun, day today. "
9771,"&quot;hags..oh..sisters, did you hear what he called you?&quot; haha I could watch Hocus Pocus all  day "
9772,"&quot;Happiness is a choice that requires effort at times.&quot; -Anon.  ||  I sent this out a few days ago, but some needed to hear this again!  "
9773,&quot;Happy Birthday&quot; My Baby Girl Asia! Growing So Fast Makes Me Feel So Old 
9774,&quot;Happy Mother's Day!&quot; to my fellow Moms. 
9775,&quot;Harder than you know&quot; by escape the fate=song of my life 
9776,"&quot;Love from our town, San Francisco.&quot; Signed Tick &amp; Tock    http://bit.ly/NOxT7"
9777,"&quot;love is a song, and God's love is the music&quot; "
9778,"&quot;Love Me Chase Me&quot; debuts on Itunes tomorrow! Buy, Rate, and Review the track! Let @carneymusic know what you think of their new single "
9779,&quot;love transcends all space and time . . .&quot; . . . later ya'll  â« http://blip.fm/~7hqu4
9780,"&quot;Lucrezia is a thinly disguised George Sand, and Prince Karol is Chopin&quot;  I have to read that novel again "
9781,&quot;LusT For Love&quot; is done! Will be posted tomorrow! And dat song for lild is done also!   (Andrï¿½ Sam)
9782,&quot;mackin....hangin&quot;....play that game 4 life if u want to....me?...im big business....remember that..... 
9783,"&quot;MAINIT&quot; feat. Q-YORK, KENJHONS, CHELO AESTRID is now playing  this song was really amazing"
9784,&quot;Making Me High&quot; - Souldiers Of Fortune feat. Chris Ainsworth - Bopping in my seat!  ? http://blip.fm/~78l41
9785,&quot;Mamma Who Bore Me&quot; hat es mir echt angetan.  90210 lï¿½sst grï¿½ï¿½en. ^^
9786,&quot;Managing Online Forums&quot; is just 1 review away from 40 on Amazon.com! http://is.gd/RysC  Thanks everyone who has reviewed it!
9787,&quot;maturity is only the control of one's imagination.&quot; .. pondrous chirring 
9788,"&quot;megan: im going to right a song. me: look to your write, not your left.&quot; lol. wow. goodnight. stomach ache. "
9789,&quot;meghan come home soon so we can put together hello kitty puzzles.&quot; - caitlyn. 
9790,"&quot;Milk and cookies, what happened to tea and crumpets&quot; "
9791,&quot;MISERY BUSINESS&quot;  listening to paramore's songs .
